config,dataset,seed,params,train_samples,epochs,batch,lr,final_train_acc,final_val_acc,best_val_acc,best_val_loss,best_epoch,seconds
L2_b5_1e3,d234,33,12947338,2340,25,16,0.0001,1.0,0.7099999785423279,0.75,0.8496771454811096,6,123.5
L2_b5_1e3,d90,11,12947338,900,25,16,0.0001,1.0,0.7250000238418579,0.7450000047683716,0.8632000684738159,17,60.8
L2_b5_1e3,d90,22,12947338,900,25,16,0.0001,1.0,0.6949999928474426,0.7200000286102295,1.0125714540481567,16,60.8
L2_b5_1e3,d90,33,12947338,900,25,16,0.0001,1.0,0.699999988079071,0.7200000286102295,0.9605709910392761,11,60.6
L2_b5_1e4,d138,11,12947338,1380,25,16,0.0001,1.0,0.6949999928474426,0.7250000238418579,0.8739367127418518,16,81.3
L2_b5_1e4,d138,22,12947338,1380,25,16,0.0001,1.0,0.6850000023841858,0.7099999785423279,0.9273978471755981,8,82.2
L2_b5_1e4,d138,33,12947338,1380,25,16,0.0001,1.0,0.6899999976158142,0.7149999737739563,0.9322041273117065,8,81.6
L2_b5_1e4,d234,11,12947338,2340,25,16,0.0001,1.0,0.7400000095367432,0.7850000262260437,0.7448927164077759,8,124.1
L2_b5_1e4,d234,22,12947338,2340,25,16,0.0001,1.0,0.6899999976158142,0.75,0.8932795524597168,7,123.3
L2_b5_1e4,d234,33,12947338,2340,25,16,0.0001,1.0,0.6949999928474426,0.7450000047683716,0.8464466333389282,6,123.3
L2_b5_1e4,d90,11,12947338,900,25,16,0.0001,1.0,0.7300000190734863,0.7450000047683716,0.8573518991470337,20,60.7
L2_b5_1e4,d90,22,12947338,900,25,16,0.0001,1.0,0.6800000071525574,0.7250000238418579,1.0139751434326172,16,60.6
L2_b5_1e4,d90,33,12947338,900,25,16,0.0001,1.0,0.6899999976158142,0.7350000143051147,0.9665540456771851,11,60.9
L2_b5_1e5,d138,11,12947338,1380,25,16,0.0001,1.0,0.6850000023841858,0.7200000286102295,0.8683923482894897,16,81.1
L2_b5_1e5,d138,22,12947338,1380,25,16,0.0001,1.0,0.6949999928474426,0.7149999737739563,0.9220126867294312,8,84.4
L2_b5_1e5,d138,33,12947338,1380,25,16,0.0001,1.0,0.6850000023841858,0.7149999737739563,0.9265521168708801,8,81.6
L2_b5_1e5,d234,11,12947338,2340,25,16,0.0001,1.0,0.7400000095367432,0.7699999809265137,0.7400497198104858,6,123.6
L2_b5_1e5,d234,22,12947338,2340,25,16,0.0001,1.0,0.7049999833106995,0.7400000095367432,0.9043921828269958,7,123.8
L2_b5_1e5,d234,33,12947338,2340,25,16,0.0001,1.0,0.6949999928474426,0.75,0.8494906425476074,6,123.7
L2_b5_1e5,d90,11,12947338,900,25,16,0.0001,1.0,0.7250000238418579,0.75,0.8537101149559021,17,60.7
L2_b5_1e5,d90,22,12947338,900,25,16,0.0001,1.0,0.6899999976158142,0.7099999785423279,1.0155960321426392,16,60.6
L2_b5_1e5,d90,33,12947338,900,25,16,0.0001,1.0,0.6899999976158142,0.7200000286102295,0.9658756256103516,11,60.6
L2_b6_1e2,d138,11,6518250,1380,25,16,0.0001,1.0,0.6800000071525574,0.7149999737739563,0.9032330513000488,12,81.1
L2_b6_1e2,d138,22,6518250,1380,25,16,0.0001,1.0,0.6499999761581421,0.7149999737739563,0.9456833600997925,13,81.3
L2_b6_1e2,d138,33,6518250,1380,25,16,0.0001,1.0,0.7400000095367432,0.75,0.8165163993835449,19,82.8
L2_b6_1e2,d234,11,6518250,2340,25,16,0.0001,1.0,0.7099999785423279,0.75,0.8427897691726685,13,122.6
L2_b6_1e2,d234,22,6518250,2340,25,16,0.0001,1.0,0.6850000023841858,0.7149999737739563,0.922859787940979,8,122.8
L2_b6_1e2,d234,33,6518250,2340,25,16,0.0001,1.0,0.7350000143051147,0.7699999809265137,0.8096508979797363,16,123.2
L2_b6_1e2,d90,11,6518250,900,25,16,0.0001,1.0,0.6899999976158142,0.699999988079071,0.9260028600692749,18,60.1
L2_b6_1e2,d90,22,6518250,900,25,16,0.0001,1.0,0.6399999856948853,0.675000011920929,1.0264983177185059,20,59.9
L2_b6_1e2,d90,33,6518250,900,25,16,0.0001,1.0,0.6800000071525574,0.7450000047683716,0.9330779910087585,23,60.4
L2_b6_1e3,d138,11,6518250,1380,25,16,0.0001,1.0,0.6600000262260437,0.7049999833106995,0.8971562385559082,12,81.4
L2_b6_1e3,d138,22,6518250,1380,25,16,0.0001,1.0,0.6600000262260437,0.7200000286102295,0.9477493166923523,13,81.4
L2_b6_1e3,d138,33,6518250,1380,25,16,0.0001,1.0,0.7400000095367432,0.7549999952316284,0.8115856051445007,19,81.3
L2_b6_1e3,d234,11,6518250,2340,25,16,0.0001,1.0,0.7099999785423279,0.7549999952316284,0.8376840353012085,13,122.9
L2_b6_1e3,d234,22,6518250,2340,25,16,0.0001,1.0,0.6949999928474426,0.7099999785423279,0.9188178777694702,11,122.6
L2_b6_1e3,d234,33,6518250,2340,25,16,0.0001,1.0,0.7300000190734863,0.7749999761581421,0.8137122392654419,16,122.7
L2_b6_1e3,d90,11,6518250,900,25,16,0.0001,1.0,0.6899999976158142,0.7149999737739563,0.9237974286079407,17,60.0
L2_b6_1e3,d90,22,6518250,900,25,16,0.0001,1.0,0.6449999809265137,0.6600000262260437,1.0220832824707031,20,61.3
L2_b6_1e3,d90,33,6518250,900,25,16,0.0001,1.0,0.675000011920929,0.7350000143051147,0.9363257884979248,23,60.0
L2_b6_1e4,d138,11,6518250,1380,25,16,0.0001,1.0,0.675000011920929,0.7149999737739563,0.8914680480957031,12,80.0
L2_b6_1e4,d138,22,6518250,1380,25,16,0.0001,1.0,0.6700000166893005,0.7149999737739563,0.9546334743499756,13,82.1
L2_b6_1e4,d138,33,6518250,1380,25,16,0.0001,1.0,0.7450000047683716,0.7699999809265137,0.8150479793548584,19,81.0
L2_b6_1e4,d234,11,6518250,2340,25,16,0.0001,1.0,0.6949999928474426,0.7549999952316284,0.839653491973877,13,122.9
L2_b6_1e4,d234,22,6518250,2340,25,16,0.0001,1.0,0.6850000023841858,0.7149999737739563,0.9229024648666382,8,123.2
L2_b6_1e4,d234,33,6518250,2340,25,16,0.0001,1.0,0.7450000047683716,0.7749999761581421,0.8075812458992004,16,123.3
L2_b6_1e4,d90,11,6518250,900,25,16,0.0001,1.0,0.6850000023841858,0.7049999833106995,0.9271467328071594,18,59.7
L2_b6_1e4,d90,22,6518250,900,25,16,0.0001,1.0,0.6549999713897705,0.6800000071525574,1.0169453620910645,20,59.5
L2_b6_1e4,d90,33,6518250,900,25,16,0.0001,1.0,0.675000011920929,0.7300000190734863,0.937584638595581,23,60.8
L2_b6_1e5,d138,11,6518250,1380,25,16,0.0001,1.0,0.6700000166893005,0.7149999737739563,0.8988597393035889,12,81.3
L2_b6_1e5,d138,22,6518250,1380,25,16,0.0001,1.0,0.6650000214576721,0.699999988079071,0.9428166151046753,13,86.6
L2_b6_1e5,d138,33,6518250,1380,25,16,0.0001,1.0,0.7400000095367432,0.75,0.8131420612335205,19,82.3
L2_b6_1e5,d234,11,6518250,2340,25,16,0.0001,1.0,0.6850000023841858,0.7599999904632568,0.8446230292320251,13,125.4
L2_b6_1e5,d234,22,6518250,2340,25,16,0.0001,1.0,0.6800000071525574,0.7250000238418579,0.9041919708251953,17,122.0
L2_b6_1e5,d234,33,6518250,2340,25,16,0.0001,1.0,0.7450000047683716,0.7749999761581421,0.8149887323379517,16,123.4
L2_b6_1e5,d90,11,6518250,900,25,16,0.0001,1.0,0.6899999976158142,0.7149999737739563,0.9254636168479919,18,60.6
L2_b6_1e5,d90,22,6518250,900,25,16,0.0001,1.0,0.6600000262260437,0.6800000071525574,1.0167580842971802,20,60.7
L2_b6_1e5,d90,33,6518250,900,25,16,0.0001,1.0,0.6850000023841858,0.7250000238418579,0.9387357234954834,24,60.0
L2_b8_1e2,d138,11,3600394,1380,25,16,0.0001,1.0,0.7149999737739563,0.7400000095367432,0.9787700772285461,7,84.3
L2_b8_1e2,d138,22,3600394,1380,25,16,0.0001,1.0,0.6499999761581421,0.7250000238418579,1.0000908374786377,12,84.6
L2_b8_1e2,d138,33,3600394,1380,25,16,0.0001,1.0,0.6949999928474426,0.7200000286102295,0.9648887515068054,11,84.3
L2_b8_1e2,d234,11,3600394,2340,25,16,0.0001,1.0,0.7549999952316284,0.7850000262260437,0.8104316592216492,16,127.9
L2_b8_1e2,d234,22,3600394,2340,25,16,0.0001,1.0,0.6949999928474426,0.7250000238418579,0.9252098798751831,8,127.9
L2_b8_1e2,d234,33,3600394,2340,25,16,0.0001,1.0,0.7149999737739563,0.7400000095367432,0.8868321180343628,6,128.6
L2_b8_1e2,d90,11,3600394,900,25,16,0.0001,1.0,0.6899999976158142,0.699999988079071,0.9756658673286438,13,62.5
L2_b8_1e2,d90,22,3600394,900,25,16,0.0001,1.0,0.6399999856948853,0.6850000023841858,1.0323104858398438,11,62.4
L2_b8_1e2,d90,33,3600394,900,25,16,0.0001,1.0,0.6399999856948853,0.6899999976158142,1.0278985500335693,16,62.3
L2_b8_1e3,d138,11,3600394,1380,25,16,0.0001,1.0,0.7099999785423279,0.7400000095367432,0.9809226989746094,11,84.9
L2_b8_1e3,d138,22,3600394,1380,25,16,0.0001,1.0,0.675000011920929,0.7300000190734863,0.9944350719451904,11,84.6
L2_b8_1e3,d138,33,3600394,1380,25,16,0.0001,1.0,0.6949999928474426,0.7200000286102295,0.9776822924613953,11,84.6
L2_b8_1e3,d234,11,3600394,2340,25,16,0.0001,1.0,0.7599999904632568,0.7699999809265137,0.8081831932067871,18,128.6
L2_b8_1e3,d234,22,3600394,2340,25,16,0.0001,1.0,0.675000011920929,0.7149999737739563,0.922218918800354,8,128.5
L2_b8_1e3,d234,33,3600394,2340,25,16,0.0001,1.0,0.7250000238418579,0.7450000047683716,0.8987790942192078,6,128.9
L2_b8_1e3,d90,11,3600394,900,25,16,0.0001,1.0,0.699999988079071,0.699999988079071,0.9704176187515259,13,62.7
L2_b8_1e3,d90,22,3600394,900,25,16,0.0001,1.0,0.6499999761581421,0.6899999976158142,1.0464669466018677,11,63.0
L2_b8_1e3,d90,33,3600394,900,25,16,0.0001,1.0,0.625,0.675000011920929,1.0571919679641724,11,62.8
L2_b8_1e4,d138,11,3600394,1380,25,16,0.0001,1.0,0.7200000286102295,0.7300000190734863,0.9863519072532654,11,84.9
L2_b8_1e4,d138,22,3600394,1380,25,16,0.0001,1.0,0.6850000023841858,0.7350000143051147,0.969469428062439,12,84.7
L2_b8_1e4,d138,33,3600394,1380,25,16,0.0001,1.0,0.699999988079071,0.7099999785423279,0.9651742577552795,11,84.7
L2_b8_1e4,d234,11,3600394,2340,25,16,0.0001,1.0,0.7350000143051147,0.7649999856948853,0.8208802938461304,16,128.6
L2_b8_1e4,d234,22,3600394,2340,25,16,0.0001,1.0,0.6949999928474426,0.7400000095367432,0.9276226758956909,8,128.6
L2_b8_1e4,d234,33,3600394,2340,25,16,0.0001,1.0,0.6949999928474426,0.7350000143051147,0.8896231651306152,6,129.3
L2_b8_1e4,d90,11,3600394,900,25,16,0.0001,1.0,0.699999988079071,0.699999988079071,0.9630669951438904,13,62.9
L2_b8_1e4,d90,22,3600394,900,25,16,0.0001,1.0,0.6600000262260437,0.6850000023841858,1.0363545417785645,11,62.7
L2_b8_1e4,d90,33,3600394,900,25,16,0.0001,1.0,0.6299999952316284,0.699999988079071,1.0411155223846436,11,62.8
L2_b8_1e5,d138,11,3600394,1380,25,16,0.0001,1.0,0.7200000286102295,0.7400000095367432,0.9857631921768188,7,84.9
L2_b8_1e5,d138,22,3600394,1380,25,16,0.0001,1.0,0.6850000023841858,0.7200000286102295,0.985741138458252,12,86.9
L2_b8_1e5,d138,33,3600394,1380,25,16,0.0001,1.0,0.6850000023841858,0.7099999785423279,0.970999538898468,11,84.5
L2_b8_1e5,d234,11,3600394,2340,25,16,0.0001,1.0,0.7599999904632568,0.7799999713897705,0.8315078020095825,7,128.6
L2_b8_1e5,d234,22,3600394,2340,25,16,0.0001,1.0,0.6899999976158142,0.7350000143051147,0.9176306128501892,8,128.4
L2_b8_1e5,d234,33,3600394,2340,25,16,0.0001,1.0,0.7149999737739563,0.7400000095367432,0.885010302066803,6,128.5
L2_b8_1e5,d90,11,3600394,900,25,16,0.0001,1.0,0.7049999833106995,0.7099999785423279,0.974489688873291,13,62.9
L2_b8_1e5,d90,22,3600394,900,25,16,0.0001,1.0,0.6399999856948853,0.6949999928474426,1.0077128410339355,14,62.9
L2_b8_1e5,d90,33,3600394,900,25,16,0.0001,1.0,0.625,0.6899999976158142,1.0697624683380127,16,62.8
L2_c4_1e2,d138,11,25752842,1380,25,16,0.0001,1.0,0.7049999833106995,0.7350000143051147,0.8310538530349731,8,86.7
L2_c4_1e2,d138,22,25752842,1380,25,16,0.0001,1.0,0.7250000238418579,0.7549999952316284,0.7748672962188721,11,86.4
L2_c4_1e2,d138,33,25752842,1380,25,16,0.0001,1.0,0.675000011920929,0.7149999737739563,0.8084967136383057,8,86.9
L2_c4_1e2,d234,11,25752842,2340,25,16,0.0001,1.0,0.7350000143051147,0.75,0.8185926079750061,5,132.2
L2_c4_1e2,d234,22,25752842,2340,25,16,0.0001,1.0,0.7200000286102295,0.7699999809265137,0.7901852130889893,11,132.3
L2_c4_1e2,d234,33,25752842,2340,25,16,0.0001,1.0,0.675000011920929,0.75,0.7901107668876648,6,132.0
L2_c4_1e2,d90,11,25752842,900,25,16,0.0001,1.0,0.6800000071525574,0.699999988079071,1.0031489133834839,13,64.2
L2_c4_1e2,d90,22,25752842,900,25,16,0.0001,1.0,0.7049999833106995,0.7450000047683716,0.8971342444419861,12,64.3
L2_c4_1e2,d90,33,25752842,900,25,16,0.0001,1.0,0.675000011920929,0.7549999952316284,0.8815047740936279,12,64.1
L2_c4_1e3,d138,11,25752842,1380,25,16,0.0001,1.0,0.6949999928474426,0.7300000190734863,0.8265931606292725,12,86.8
L2_c4_1e3,d138,22,25752842,1380,25,16,0.0001,1.0,0.7300000190734863,0.7450000047683716,0.7804253101348877,11,86.4
L2_c4_1e3,d138,33,25752842,1380,25,16,0.0001,1.0,0.6899999976158142,0.7250000238418579,0.7944835424423218,8,86.0
L2_c4_1e3,d234,11,25752842,2340,25,16,0.0001,1.0,0.7450000047683716,0.7649999856948853,0.8117063641548157,5,132.3
L2_c4_1e3,d234,22,25752842,2340,25,16,0.0001,1.0,0.7200000286102295,0.7649999856948853,0.7767522931098938,11,132.6
L2_c4_1e3,d234,33,25752842,2340,25,16,0.0001,1.0,0.6700000166893005,0.7450000047683716,0.7938916683197021,6,132.3
L2_c4_1e3,d90,11,25752842,900,25,16,0.0001,1.0,0.6800000071525574,0.6850000023841858,0.9978200793266296,13,63.8
L2_c4_1e3,d90,22,25752842,900,25,16,0.0001,1.0,0.7099999785423279,0.7400000095367432,0.8951189517974854,12,64.2
L2_c4_1e3,d90,33,25752842,900,25,16,0.0001,1.0,0.7049999833106995,0.7599999904632568,0.8788555860519409,12,64.1
L2_c4_1e4,d138,11,25752842,1380,25,16,0.0001,1.0,0.6850000023841858,0.7300000190734863,0.8292566537857056,12,87.0
L2_c4_1e4,d138,22,25752842,1380,25,16,0.0001,1.0,0.7250000238418579,0.75,0.7751063704490662,11,87.2
L2_c4_1e4,d138,33,25752842,1380,25,16,0.0001,1.0,0.6899999976158142,0.7300000190734863,0.7909360527992249,8,86.1
L2_c4_1e4,d234,11,25752842,2340,25,16,0.0001,1.0,0.7649999856948853,0.7649999856948853,0.8135862946510315,5,132.2
L2_c4_1e4,d234,22,25752842,2340,25,16,0.0001,1.0,0.7099999785423279,0.7749999761581421,0.7808676958084106,11,132.6
L2_c4_1e4,d234,33,25752842,2340,25,16,0.0001,1.0,0.7099999785423279,0.7450000047683716,0.7927853465080261,6,132.0
L2_c4_1e4,d90,11,25752842,900,25,16,0.0001,1.0,0.675000011920929,0.6949999928474426,0.9891873002052307,13,64.1
L2_c4_1e4,d90,22,25752842,900,25,16,0.0001,1.0,0.7049999833106995,0.7450000047683716,0.8957828283309937,12,63.9
L2_c4_1e4,d90,33,25752842,900,25,16,0.0001,1.0,0.7049999833106995,0.7549999952316284,0.8752198815345764,12,64.1
L2_c4_1e5,d138,11,25752842,1380,25,16,0.0001,1.0,0.6949999928474426,0.7400000095367432,0.8290812969207764,8,87.1
L2_c4_1e5,d138,22,25752842,1380,25,16,0.0001,1.0,0.7300000190734863,0.7549999952316284,0.7779490947723389,11,89.4
L2_c4_1e5,d138,33,25752842,1380,25,16,0.0001,1.0,0.6800000071525574,0.7400000095367432,0.7812620401382446,8,86.2
L2_c4_1e5,d234,11,25752842,2340,25,16,0.0001,1.0,0.75,0.75,0.8168442249298096,5,132.2
L2_c4_1e5,d234,22,25752842,2340,25,16,0.0001,1.0,0.7099999785423279,0.7749999761581421,0.7854698896408081,11,132.3
L2_c4_1e5,d234,33,25752842,2340,25,16,0.0001,1.0,0.699999988079071,0.7400000095367432,0.7880586981773376,6,132.2
L2_c4_1e5,d90,11,25752842,900,25,16,0.0001,1.0,0.6899999976158142,0.7049999833106995,1.0009697675704956,17,63.8
L2_c4_1e5,d90,22,25752842,900,25,16,0.0001,1.0,0.7099999785423279,0.7350000143051147,0.897346019744873,12,64.0
L2_c4_1e5,d90,33,25752842,900,25,16,0.0001,1.0,0.7149999737739563,0.75,0.8685303330421448,12,63.8
L2_c8_1e2,d138,11,19292218,1380,25,16,0.0001,1.0,0.7450000047683716,0.7450000047683716,0.7848207950592041,12,78.3
L2_c8_1e2,d138,22,19292218,1380,25,16,0.0001,1.0,0.7149999737739563,0.7549999952316284,0.8020622134208679,16,79.2
L2_c8_1e2,d138,33,19292218,1380,25,16,0.0001,1.0,0.7350000143051147,0.7649999856948853,0.7146314382553101,13,78.9
L2_c8_1e2,d234,11,19292218,2340,25,16,0.0001,1.0,0.699999988079071,0.7350000143051147,0.7996349334716797,11,121.2
L2_c8_1e2,d234,22,19292218,2340,25,16,0.0001,1.0,0.6949999928474426,0.7450000047683716,0.7857771515846252,11,122.3
L2_c8_1e2,d234,33,19292218,2340,25,16,0.0001,1.0,0.7400000095367432,0.75,0.7633237242698669,8,120.4
L2_c8_1e2,d90,11,19292218,900,25,16,0.0001,1.0,0.699999988079071,0.7250000238418579,0.9487696886062622,24,58.4
L2_c8_1e2,d90,22,19292218,900,25,16,0.0001,1.0,0.7149999737739563,0.7250000238418579,0.9455524682998657,18,58.4
L2_c8_1e2,d90,33,19292218,900,25,16,0.0001,1.0,0.6899999976158142,0.7300000190734863,0.9021443724632263,17,58.4
L2_c8_1e3,d138,11,19292218,1380,25,16,0.0001,1.0,0.7450000047683716,0.7450000047683716,0.7853617668151855,12,79.1
L2_c8_1e3,d138,22,19292218,1380,25,16,0.0001,1.0,0.699999988079071,0.75,0.7976821660995483,16,78.3
L2_c8_1e3,d138,33,19292218,1380,25,16,0.0001,1.0,0.7400000095367432,0.7599999904632568,0.7145959734916687,13,78.8
L2_c8_1e3,d234,11,19292218,2340,25,16,0.0001,1.0,0.699999988079071,0.7350000143051147,0.7938297986984253,11,120.3
L2_c8_1e3,d234,22,19292218,2340,25,16,0.0001,1.0,0.6899999976158142,0.7699999809265137,0.7767581343650818,11,120.8
L2_c8_1e3,d234,33,19292218,2340,25,16,0.0001,1.0,0.7300000190734863,0.7450000047683716,0.7609683871269226,8,121.3
L2_c8_1e3,d90,11,19292218,900,25,16,0.0001,1.0,0.6949999928474426,0.7099999785423279,0.9538367390632629,24,58.5
L2_c8_1e3,d90,22,19292218,900,25,16,0.0001,1.0,0.6800000071525574,0.7200000286102295,0.9525173902511597,15,58.6
L2_c8_1e3,d90,33,19292218,900,25,16,0.0001,1.0,0.6899999976158142,0.7300000190734863,0.9017930626869202,17,58.9
L2_c8_1e4,d138,11,19292218,1380,25,16,0.0001,1.0,0.7400000095367432,0.7400000095367432,0.786095142364502,12,79.6
L2_c8_1e4,d138,22,19292218,1380,25,16,0.0001,1.0,0.7250000238418579,0.7549999952316284,0.7956830859184265,16,78.9
L2_c8_1e4,d138,33,19292218,1380,25,16,0.0001,1.0,0.7300000190734863,0.7649999856948853,0.7144144177436829,13,79.3
L2_c8_1e4,d234,11,19292218,2340,25,16,0.0001,1.0,0.699999988079071,0.7400000095367432,0.7956210970878601,11,120.5
L2_c8_1e4,d234,22,19292218,2340,25,16,0.0001,1.0,0.7049999833106995,0.7649999856948853,0.7421793937683105,11,120.9
L2_c8_1e4,d234,33,19292218,2340,25,16,0.0001,1.0,0.7250000238418579,0.7400000095367432,0.762972891330719,8,119.9
L2_c8_1e4,d90,11,19292218,900,25,16,0.0001,1.0,0.6899999976158142,0.7049999833106995,0.9507291316986084,24,58.0
L2_c8_1e4,d90,22,19292218,900,25,16,0.0001,1.0,0.6899999976158142,0.7149999737739563,0.9502092599868774,15,58.3
L2_c8_1e4,d90,33,19292218,900,25,16,0.0001,1.0,0.6949999928474426,0.7350000143051147,0.9010320901870728,17,58.0
L2_c8_1e5,d138,11,19292218,1380,25,16,0.0001,1.0,0.7350000143051147,0.7400000095367432,0.7854271531105042,12,79.5
L2_c8_1e5,d138,22,19292218,1380,25,16,0.0001,1.0,0.699999988079071,0.75,0.8138119578361511,16,78.5
L2_c8_1e5,d138,33,19292218,1380,25,16,0.0001,1.0,0.7350000143051147,0.7649999856948853,0.7145560383796692,13,79.1
L2_c8_1e5,d234,11,19292218,2340,25,16,0.0001,1.0,0.699999988079071,0.7350000143051147,0.7929129600524902,11,120.1
L2_c8_1e5,d234,22,19292218,2340,25,16,0.0001,1.0,0.7099999785423279,0.7649999856948853,0.7743492722511292,11,121.4
L2_c8_1e5,d234,33,19292218,2340,25,16,0.0001,1.0,0.7350000143051147,0.7450000047683716,0.7599078416824341,8,120.0
L2_c8_1e5,d90,11,19292218,900,25,16,0.0001,1.0,0.699999988079071,0.7149999737739563,0.9447116851806641,24,57.9
L2_c8_1e5,d90,22,19292218,900,25,16,0.0001,1.0,0.675000011920929,0.7250000238418579,0.9570865035057068,18,57.7
L2_c8_1e5,d90,33,19292218,900,25,16,0.0001,1.0,0.7049999833106995,0.7350000143051147,0.8994558453559875,17,58.5
a0_1conv16,d138,11,2007498,1380,50,16,0.0001,1.0,0.7350000143051147,0.7400000095367432,0.9242830872535706,27,140.5
a0_1conv16,d138,22,2007498,1380,50,16,0.0001,1.0,0.6949999928474426,0.75,0.873100757598877,26,141.2
a0_1conv16,d138,33,2007498,1380,50,16,0.0001,1.0,0.6850000023841858,0.7450000047683716,0.9035065174102783,28,139.3
a0_1conv16,d138,11,2007498,1380,15,16,0.0001,0.9992753863334656,0.699999988079071,0.699999988079071,0.9390571117401123,12,45.9
a0_1conv16,d138,22,2007498,1380,15,16,0.0001,0.9992753863334656,0.6650000214576721,0.6949999928474426,0.930908203125,13,45.4
a0_1conv16,d138,33,2007498,1380,15,16,0.0001,1.0,0.7099999785423279,0.7099999785423279,0.9734353423118591,13,44.5
a0_1conv16,d186,11,2007498,1860,15,16,0.0001,1.0,0.6850000023841858,0.6850000023841858,1.0768203735351562,10,57.5
a0_1conv16,d186,22,2007498,1860,15,16,0.0001,0.9983870983123779,0.675000011920929,0.7250000238418579,0.9782711267471313,12,57.0
a0_1conv16,d186,33,2007498,1860,15,16,0.0001,1.0,0.675000011920929,0.7049999833106995,1.023882269859314,12,57.0
a0_1conv16,d234,11,2007498,2340,50,16,0.0001,1.0,0.6600000262260437,0.7300000190734863,0.9276528358459473,16,221.7
a0_1conv16,d234,22,2007498,2340,50,16,0.0001,1.0,0.6600000262260437,0.7300000190734863,0.8769497871398926,15,221.8
a0_1conv16,d234,33,2007498,2340,50,16,0.0001,1.0,0.6499999761581421,0.7099999785423279,0.9047971367835999,15,221.2
a0_1conv16,d234,11,2007498,2340,15,16,0.0001,1.0,0.699999988079071,0.7300000190734863,0.9441425800323486,10,70.3
a0_1conv16,d234,22,2007498,2340,15,16,0.0001,1.0,0.7099999785423279,0.7300000190734863,0.876865565776825,15,69.5
a0_1conv16,d234,33,2007498,2340,15,16,0.0001,1.0,0.6499999761581421,0.7099999785423279,0.9047521352767944,15,69.7
a0_1conv16,d330,11,2007498,3300,15,16,0.0001,0.9990909099578857,0.6050000190734863,0.6800000071525574,1.147189974784851,7,93.9
a0_1conv16,d330,22,2007498,3300,15,16,0.0001,0.9987878799438477,0.6499999761581421,0.699999988079071,1.082656741142273,6,92.4
a0_1conv16,d330,33,2007498,3300,15,16,0.0001,1.0,0.6349999904632568,0.675000011920929,1.074949860572815,6,93.6
a0_1conv16,d90,11,2007498,900,50,16,0.0001,1.0,0.6449999809265137,0.675000011920929,1.0447200536727905,33,100.9
a0_1conv16,d90,22,2007498,900,50,16,0.0001,1.0,0.6700000166893005,0.7049999833106995,0.9713203310966492,25,99.8
a0_1conv16,d90,33,2007498,900,50,16,0.0001,1.0,0.6399999856948853,0.6899999976158142,0.9998376369476318,26,100.1
a0_1conv16,d90,11,2007498,900,15,16,0.0001,0.9988889098167419,0.5899999737739563,0.6449999809265137,1.0918115377426147,14,33.9
a0_1conv16,d90,22,2007498,900,15,16,0.0001,0.9988889098167419,0.6600000262260437,0.6600000262260437,1.0671179294586182,14,33.1
a0_1conv16,d90,33,2007498,900,15,16,0.0001,0.9877777695655823,0.5899999737739563,0.6600000262260437,1.0848956108093262,14,33.2
a1_1conv32,d138,11,4014986,1380,50,16,0.0001,1.0,0.7200000286102295,0.7450000047683716,0.9792118668556213,12,141.6
a1_1conv32,d138,22,4014986,1380,50,16,0.0001,1.0,0.7300000190734863,0.7400000095367432,0.9220772385597229,22,140.7
a1_1conv32,d138,33,4014986,1380,50,16,0.0001,1.0,0.7350000143051147,0.7649999856948853,0.8663983345031738,28,140.1
a1_1conv32,d138,11,4014986,1380,15,16,0.0001,1.0,0.7099999785423279,0.7099999785423279,0.9792061448097229,12,45.5
a1_1conv32,d138,22,4014986,1380,15,16,0.0001,1.0,0.7049999833106995,0.7200000286102295,0.93619704246521,13,45.8
a1_1conv32,d138,33,4014986,1380,15,16,0.0001,1.0,0.7149999737739563,0.7200000286102295,0.9356179237365723,10,45.9
a1_1conv32,d186,11,4014986,1860,15,16,0.0001,1.0,0.6800000071525574,0.7149999737739563,1.0968173742294312,10,57.7
a1_1conv32,d186,22,4014986,1860,15,16,0.0001,1.0,0.6549999713897705,0.699999988079071,1.0146784782409668,10,57.7
a1_1conv32,d186,33,4014986,1860,15,16,0.0001,0.9962365627288818,0.6700000166893005,0.7049999833106995,0.996738076210022,9,57.1
a1_1conv32,d234,11,4014986,2340,50,16,0.0001,1.0,0.6399999856948853,0.7200000286102295,0.9789260029792786,12,223.3
a1_1conv32,d234,22,4014986,2340,50,16,0.0001,1.0,0.6600000262260437,0.7049999833106995,0.8958618640899658,15,223.0
a1_1conv32,d234,33,4014986,2340,50,16,0.0001,1.0,0.6700000166893005,0.7599999904632568,0.8511979579925537,15,222.0
a1_1conv32,d234,11,4014986,2340,15,16,0.0001,1.0,0.6850000023841858,0.7200000286102295,0.9789139628410339,12,69.3
a1_1conv32,d234,22,4014986,2340,15,16,0.0001,1.0,0.699999988079071,0.7049999833106995,0.8958894610404968,15,69.4
a1_1conv32,d234,33,4014986,2340,15,16,0.0001,1.0,0.7149999737739563,0.7599999904632568,0.8509899973869324,15,70.0
a1_1conv32,d330,11,4014986,3300,15,16,0.0001,1.0,0.6150000095367432,0.6600000262260437,1.191624402999878,7,94.5
a1_1conv32,d330,22,4014986,3300,15,16,0.0001,1.0,0.6499999761581421,0.6600000262260437,1.139635443687439,9,94.3
a1_1conv32,d330,33,4014986,3300,15,16,0.0001,1.0,0.6549999713897705,0.6850000023841858,1.0642542839050293,6,94.5
