config,dataset,seed,params,train_samples,epochs,batch,lr,final_train_acc,final_val_acc,best_val_acc,best_val_loss,best_epoch,seconds
a1_1conv32,d90,11,4014986,900,50,16,0.0001,1.0,0.6200000047683716,0.6600000262260437,1.0824646949768066,22,100.7
a1_1conv32,d90,22,4014986,900,50,16,0.0001,1.0,0.6600000262260437,0.699999988079071,1.001379370689392,19,101.2
a1_1conv32,d90,33,4014986,900,50,16,0.0001,1.0,0.6549999713897705,0.6899999976158142,0.9678417444229126,26,101.1
a1_1conv32,d90,11,4014986,900,15,16,0.0001,1.0,0.5950000286102295,0.6200000047683716,1.136039137840271,10,33.6
a1_1conv32,d90,22,4014986,900,15,16,0.0001,0.9988889098167419,0.699999988079071,0.699999988079071,1.018654227256775,15,33.8
a1_1conv32,d90,33,4014986,900,15,16,0.0001,0.9888888597488403,0.6399999856948853,0.6899999976158142,1.0015286207199097,15,33.5
a2_2conv,d138,11,2026442,1380,50,16,0.0001,1.0,0.699999988079071,0.7250000238418579,1.0195798873901367,6,142.8
a2_2conv,d138,22,2026442,1380,50,16,0.0001,1.0,0.699999988079071,0.7450000047683716,0.9675844311714172,13,144.3
a2_2conv,d138,33,2026442,1380,50,16,0.0001,1.0,0.7250000238418579,0.7549999952316284,0.9182911515235901,10,144.9
a2_2conv,d138,11,2026442,1380,15,16,0.0001,1.0,0.6899999976158142,0.699999988079071,1.020439863204956,6,48.4
a2_2conv,d138,22,2026442,1380,15,16,0.0001,1.0,0.7099999785423279,0.7300000190734863,0.9649134278297424,13,48.7
a2_2conv,d138,33,2026442,1380,15,16,0.0001,1.0,0.6499999761581421,0.7049999833106995,0.9189717173576355,10,48.5
a2_2conv,d186,11,2026442,1860,15,16,0.0001,1.0,0.675000011920929,0.6800000071525574,1.1333930492401123,3,60.6
a2_2conv,d186,22,2026442,1860,15,16,0.0001,1.0,0.6650000214576721,0.6899999976158142,1.095524787902832,8,59.9
a2_2conv,d186,33,2026442,1860,15,16,0.0001,1.0,0.6299999952316284,0.7149999737739563,1.1088485717773438,9,61.3
a2_2conv,d234,11,2026442,2340,50,16,0.0001,1.0,0.699999988079071,0.7149999737739563,0.992940366268158,7,225.4
a2_2conv,d234,22,2026442,2340,50,16,0.0001,1.0,0.6650000214576721,0.7149999737739563,0.903166651725769,7,224.6
a2_2conv,d234,33,2026442,2340,50,16,0.0001,1.0,0.7149999737739563,0.7450000047683716,0.9043274521827698,9,225.6
a2_2conv,d234,11,2026442,2340,15,16,0.0001,1.0,0.7049999833106995,0.7149999737739563,0.9916158318519592,5,73.2
a2_2conv,d234,22,2026442,2340,15,16,0.0001,1.0,0.7049999833106995,0.7149999737739563,0.9046682119369507,7,73.8
a2_2conv,d234,33,2026442,2340,15,16,0.0001,1.0,0.675000011920929,0.7149999737739563,0.9197723865509033,9,73.5
a2_2conv,d330,11,2026442,3300,15,16,0.0001,1.0,0.6600000262260437,0.6899999976158142,1.1872919797897339,3,96.6
a2_2conv,d330,22,2026442,3300,15,16,0.0001,0.9827272891998291,0.6200000047683716,0.7099999785423279,1.119472622871399,2,96.5
a2_2conv,d330,33,2026442,3300,15,16,0.0001,1.0,0.6850000023841858,0.6850000023841858,1.1483302116394043,5,95.8
a2_2conv,d90,11,2026442,900,50,16,0.0001,1.0,0.675000011920929,0.675000011920929,1.2065989971160889,8,103.0
a2_2conv,d90,22,2026442,900,50,16,0.0001,1.0,0.6800000071525574,0.6899999976158142,1.0604873895645142,9,102.3
a2_2conv,d90,33,2026442,900,50,16,0.0001,1.0,0.6650000214576721,0.7049999833106995,1.0694960355758667,8,103.2
a2_2conv,d90,11,2026442,900,15,16,0.0001,1.0,0.6299999952316284,0.6399999856948853,1.2086478471755981,8,36.3
a2_2conv,d90,22,2026442,900,15,16,0.0001,1.0,0.6600000262260437,0.675000011920929,1.0596191883087158,9,36.1
a2_2conv,d90,33,2026442,900,15,16,0.0001,1.0,0.6349999904632568,0.6549999713897705,1.0700769424438477,8,36.5
a3_2conv_d128,d138,11,25710922,1380,50,16,0.0001,1.0,0.6949999928474426,0.7450000047683716,0.8726146817207336,16,147.9
a3_2conv_d128,d138,22,25710922,1380,50,16,0.0001,1.0,0.7049999833106995,0.7400000095367432,0.785050630569458,11,147.6
a3_2conv_d128,d138,33,25710922,1380,50,16,0.0001,1.0,0.6850000023841858,0.7250000238418579,0.7958494424819946,11,147.9
a3_2conv_d128,d138,11,25710922,1380,15,16,0.0001,1.0,0.7149999737739563,0.7300000190734863,0.8924506902694702,10,48.9
a3_2conv_d128,d138,22,25710922,1380,15,16,0.0001,1.0,0.7149999737739563,0.75,0.7853121757507324,11,48.9
a3_2conv_d128,d138,33,25710922,1380,15,16,0.0001,1.0,0.6850000023841858,0.7200000286102295,0.794839084148407,11,49.6
a3_2conv_d128,d186,11,25710922,1860,15,16,0.0001,1.0,0.6650000214576721,0.6800000071525574,0.9811638593673706,6,61.5
a3_2conv_d128,d186,22,25710922,1860,15,16,0.0001,1.0,0.7250000238418579,0.7400000095367432,0.9024672508239746,8,61.9
a3_2conv_d128,d186,33,25710922,1860,15,16,0.0001,1.0,0.6700000166893005,0.7300000190734863,0.9326363205909729,11,61.1
a3_2conv_d128,d234,11,25710922,2340,50,16,0.0001,1.0,0.675000011920929,0.7200000286102295,0.831200122833252,8,229.3
a3_2conv_d128,d234,22,25710922,2340,50,16,0.0001,1.0,0.7049999833106995,0.7599999904632568,0.834837019443512,9,229.6
a3_2conv_d128,d234,33,25710922,2340,50,16,0.0001,1.0,0.6949999928474426,0.7450000047683716,0.8120279908180237,8,229.7
a3_2conv_d128,d234,11,25710922,2340,15,16,0.0001,1.0,0.6899999976158142,0.7250000238418579,0.8274465799331665,8,74.1
a3_2conv_d128,d234,22,25710922,2340,15,16,0.0001,1.0,0.7350000143051147,0.75,0.8193762898445129,7,73.9
a3_2conv_d128,d234,33,25710922,2340,15,16,0.0001,1.0,0.7250000238418579,0.75,0.8084258437156677,8,73.2
a3_2conv_d128,d330,11,25710922,3300,15,16,0.0001,1.0,0.675000011920929,0.6949999928474426,1.0246819257736206,5,98.5
a3_2conv_d128,d330,22,25710922,3300,15,16,0.0001,1.0,0.7149999737739563,0.7200000286102295,0.9937460422515869,6,98.5
a3_2conv_d128,d330,33,25710922,3300,15,16,0.0001,1.0,0.699999988079071,0.7049999833106995,0.9841771125793457,5,99.7
a3_2conv_d128,d90,11,25710922,900,50,16,0.0001,1.0,0.6700000166893005,0.7250000238418579,1.0608009099960327,13,106.2
a3_2conv_d128,d90,22,25710922,900,50,16,0.0001,1.0,0.6549999713897705,0.7200000286102295,0.9973839521408081,11,106.5
a3_2conv_d128,d90,33,25710922,900,50,16,0.0001,1.0,0.6449999809265137,0.6899999976158142,0.9712902903556824,14,105.8
a3_2conv_d128,d90,11,25710922,900,15,16,0.0001,1.0,0.7099999785423279,0.7099999785423279,1.060081958770752,13,37.0
a3_2conv_d128,d90,22,25710922,900,15,16,0.0001,1.0,0.6850000023841858,0.699999988079071,1.0020153522491455,11,36.9
a3_2conv_d128,d90,33,25710922,900,15,16,0.0001,1.0,0.6800000071525574,0.6899999976158142,0.9706541299819946,14,36.5
a4_baseline,d138,11,51434058,1380,50,16,0.0001,1.0,0.7649999856948853,0.7799999713897705,0.7256682515144348,16,173.2
a4_baseline,d138,22,51434058,1380,50,16,0.0001,1.0,0.7149999737739563,0.7749999761581421,0.7056260704994202,11,171.4
a4_baseline,d138,33,51434058,1380,50,16,0.0001,1.0,0.7099999785423279,0.7400000095367432,0.7245405316352844,11,171.6
a4_baseline,d138,11,51434058,1380,15,16,0.0001,1.0,0.7350000143051147,0.75,0.7529657483100891,8,58.3
a4_baseline,d138,22,51434058,1380,15,16,0.0001,1.0,0.75,0.75,0.7415806651115417,11,58.5
a4_baseline,d138,33,51434058,1380,15,16,0.0001,1.0,0.7200000286102295,0.7400000095367432,0.7252485156059265,11,58.4
a4_baseline,d186,11,51434058,1860,15,16,0.0001,1.0,0.699999988079071,0.7300000190734863,0.8619896769523621,6,72.8
a4_baseline,d186,22,51434058,1860,15,16,0.0001,1.0,0.7250000238418579,0.7400000095367432,0.8638097643852234,10,72.6
a4_baseline,d186,33,51434058,1860,15,16,0.0001,1.0,0.7049999833106995,0.7450000047683716,0.8824489116668701,9,73.1
a4_baseline,d234,11,51434058,2340,50,16,0.0001,1.0,0.7450000047683716,0.7699999809265137,0.7936208844184875,5,269.5
a4_baseline,d234,22,51434058,2340,50,16,0.0001,1.0,0.6850000023841858,0.7599999904632568,0.7989788055419922,7,269.4
a4_baseline,d234,33,51434058,2340,50,16,0.0001,1.0,0.7049999833106995,0.7799999713897705,0.7623137831687927,4,269.7
a4_baseline,d234,11,51434058,2340,15,16,0.0001,1.0,0.7350000143051147,0.7350000143051147,0.791817843914032,5,87.0
a4_baseline,d234,22,51434058,2340,15,16,0.0001,1.0,0.7200000286102295,0.7799999713897705,0.8030921220779419,7,87.0
a4_baseline,d234,33,51434058,2340,15,16,0.0001,1.0,0.7450000047683716,0.7649999856948853,0.7627059817314148,4,86.9
a4_baseline,d330,11,51434058,3300,15,16,0.0001,1.0,0.7200000286102295,0.75,0.8838114142417908,5,116.4
a4_baseline,d330,22,51434058,3300,15,16,0.0001,1.0,0.7599999904632568,0.7599999904632568,0.8746506571769714,7,116.1
a4_baseline,d330,33,51434058,3300,15,16,0.0001,1.0,0.6800000071525574,0.7350000143051147,0.892365574836731,5,116.1
a4_baseline,d90,11,51434058,900,50,16,0.0001,1.0,0.7300000190734863,0.7400000095367432,0.9399591684341431,11,122.8
a4_baseline,d90,22,51434058,900,50,16,0.0001,1.0,0.7300000190734863,0.75,0.9180557727813721,11,122.3
a4_baseline,d90,33,51434058,900,50,16,0.0001,1.0,0.6899999976158142,0.7099999785423279,0.8959778547286987,12,122.6
a4_baseline,d90,11,51434058,900,15,16,0.0001,1.0,0.6700000166893005,0.7250000238418579,0.9412928223609924,11,44.2
a4_baseline,d90,22,51434058,900,15,16,0.0001,1.0,0.7149999737739563,0.7250000238418579,0.9174665212631226,15,44.1
a4_baseline,d90,33,51434058,900,15,16,0.0001,1.0,0.6700000166893005,0.7049999833106995,0.8972753286361694,12,43.8
a5_3conv,d138,11,25817802,1380,50,16,0.0001,1.0,0.6549999713897705,0.7200000286102295,0.8968431949615479,5,166.9
a5_3conv,d138,22,25817802,1380,50,16,0.0001,1.0,0.6399999856948853,0.7450000047683716,0.940735936164856,10,165.9
a5_3conv,d138,33,25817802,1380,50,16,0.0001,1.0,0.6949999928474426,0.7099999785423279,0.9417896270751953,10,166.3
a5_3conv,d138,11,25817802,1380,15,16,0.0001,1.0,0.6800000071525574,0.7200000286102295,0.8920671939849854,5,58.0
a5_3conv,d138,22,25817802,1380,15,16,0.0001,1.0,0.7049999833106995,0.7400000095367432,0.9420077800750732,9,57.6
a5_3conv,d138,33,25817802,1380,15,16,0.0001,1.0,0.675000011920929,0.7049999833106995,0.9407672882080078,10,57.8
a5_3conv,d186,11,25817802,1860,15,16,0.0001,1.0,0.6549999713897705,0.699999988079071,0.9864422678947449,6,71.3
a5_3conv,d186,22,25817802,1860,15,16,0.0001,1.0,0.6800000071525574,0.7350000143051147,0.9722087979316711,7,71.5
a5_3conv,d186,33,25817802,1860,15,16,0.0001,1.0,0.6949999928474426,0.7049999833106995,0.9839996099472046,9,71.5
a5_3conv,d234,11,25817802,2340,50,16,0.0001,1.0,0.7149999737739563,0.7599999904632568,0.8080989122390747,8,258.6
a5_3conv,d234,22,25817802,2340,50,16,0.0001,1.0,0.6949999928474426,0.7749999761581421,0.8230655789375305,7,258.3
a5_3conv,d234,33,25817802,2340,50,16,0.0001,1.0,0.6949999928474426,0.7549999952316284,0.8324978351593018,6,258.1
a5_3conv,d234,11,25817802,2340,15,16,0.0001,1.0,0.7350000143051147,0.7699999809265137,0.7900798320770264,8,85.8
a5_3conv,d234,22,25817802,2340,15,16,0.0001,1.0,0.7450000047683716,0.7649999856948853,0.8178648352622986,8,85.3
a5_3conv,d234,33,25817802,2340,15,16,0.0001,1.0,0.7450000047683716,0.7599999904632568,0.8446097373962402,6,85.5
a5_3conv,d330,11,25817802,3300,15,16,0.0001,1.0,0.6700000166893005,0.699999988079071,1.0200542211532593,2,113.4
a5_3conv,d330,22,25817802,3300,15,16,0.0001,1.0,0.699999988079071,0.7200000286102295,1.0771658420562744,4,113.2
a5_3conv,d330,33,25817802,3300,15,16,0.0001,1.0,0.6899999976158142,0.6949999928474426,1.0808346271514893,5,112.9
a5_3conv,d90,11,25817802,900,50,16,0.0001,1.0,0.6899999976158142,0.7350000143051147,0.955870509147644,8,120.9
a5_3conv,d90,22,25817802,900,50,16,0.0001,1.0,0.6349999904632568,0.7250000238418579,1.0091360807418823,11,120.5
a5_3conv,d90,33,25817802,900,50,16,0.0001,1.0,0.6600000262260437,0.7450000047683716,0.9115736484527588,11,120.3
a5_3conv,d90,11,25817802,900,15,16,0.0001,1.0,0.7300000190734863,0.7350000143051147,0.9644567370414734,12,44.0
a5_3conv,d90,22,25817802,900,15,16,0.0001,1.0,0.6850000023841858,0.7300000190734863,0.9959885478019714,11,43.7
a5_3conv,d90,33,25817802,900,15,16,0.0001,1.0,0.7200000286102295,0.7450000047683716,0.9056501984596252,11,44.0
a6_3conv_narrow,d138,11,12903082,1380,50,16,0.0001,1.0,0.6700000166893005,0.7549999952316284,0.9098629951477051,16,148.8
a6_3conv_narrow,d138,22,12903082,1380,50,16,0.0001,1.0,0.7049999833106995,0.7099999785423279,0.9453087449073792,9,150.7
a6_3conv_narrow,d138,33,12903082,1380,50,16,0.0001,1.0,0.6600000262260437,0.7149999737739563,0.8779312372207642,11,148.1
a6_3conv_narrow,d138,11,12903082,1380,15,16,0.0001,1.0,0.6800000071525574,0.75,0.9412869811058044,7,51.3
a6_3conv_narrow,d138,22,12903082,1380,15,16,0.0001,1.0,0.6899999976158142,0.6949999928474426,0.9467071294784546,9,51.4
a6_3conv_narrow,d138,33,12903082,1380,15,16,0.0001,1.0,0.6700000166893005,0.7149999737739563,0.8786845207214355,11,51.7
a6_3conv_narrow,d186,11,12903082,1860,15,16,0.0001,1.0,0.6650000214576721,0.699999988079071,0.9283044934272766,6,64.8
a6_3conv_narrow,d186,22,12903082,1860,15,16,0.0001,1.0,0.6349999904632568,0.6700000166893005,1.0208338499069214,6,64.1
a6_3conv_narrow,d186,33,12903082,1860,15,16,0.0001,1.0,0.7049999833106995,0.7250000238418579,0.9331496953964233,11,63.9
a6_3conv_narrow,d234,11,12903082,2340,50,16,0.0001,1.0,0.7450000047683716,0.7599999904632568,0.8255838751792908,6,231.4
a6_3conv_narrow,d234,22,12903082,2340,50,16,0.0001,1.0,0.6899999976158142,0.75,0.9099684357643127,5,229.1
a6_3conv_narrow,d234,33,12903082,2340,50,16,0.0001,1.0,0.7350000143051147,0.7599999904632568,0.7797902822494507,8,228.4
a6_3conv_narrow,d234,11,12903082,2340,15,16,0.0001,1.0,0.7350000143051147,0.7649999856948853,0.8253108859062195,6,76.1
a6_3conv_narrow,d234,22,12903082,2340,15,16,0.0001,1.0,0.6850000023841858,0.7250000238418579,0.9038225412368774,5,75.6
a6_3conv_narrow,d234,33,12903082,2340,15,16,0.0001,1.0,0.7350000143051147,0.7549999952316284,0.7703658938407898,8,74.8
a6_3conv_narrow,d330,11,12903082,3300,15,16,0.0001,1.0,0.6800000071525574,0.7099999785423279,1.036441445350647,3,100.8
a6_3conv_narrow,d330,22,12903082,3300,15,16,0.0001,1.0,0.6899999976158142,0.7099999785423279,1.0954807996749878,6,100.0
a6_3conv_narrow,d330,33,12903082,3300,15,16,0.0001,1.0,0.699999988079071,0.7300000190734863,1.0885926485061646,7,99.2
a6_3conv_narrow,d90,11,12903082,900,50,16,0.0001,1.0,0.6600000262260437,0.6949999928474426,1.0630074739456177,9,107.8
a6_3conv_narrow,d90,22,12903082,900,50,16,0.0001,1.0,0.675000011920929,0.6949999928474426,0.9884843230247498,11,108.7
a6_3conv_narrow,d90,33,12903082,900,50,16,0.0001,1.0,0.6949999928474426,0.75,0.9110169410705566,17,107.2
a6_3conv_narrow,d90,11,12903082,900,15,16,0.0001,1.0,0.6650000214576721,0.6949999928474426,1.0633090734481812,9,39.4
a6_3conv_narrow,d90,22,12903082,900,15,16,0.0001,1.0,0.6949999928474426,0.6949999928474426,0.9890584349632263,11,38.8
a6_3conv_narrow,d90,33,12903082,900,15,16,0.0001,1.0,0.7300000190734863,0.75,0.9144270420074463,14,39.4
b0_2conv_d64,d138,11,12865162,1380,30,16,0.0001,1.0,0.6800000071525574,0.7099999785423279,0.9090334177017212,12,91.4
b0_2conv_d64,d138,22,12865162,1380,30,16,0.0001,1.0,0.7099999785423279,0.7200000286102295,0.8341424465179443,15,89.8
b0_2conv_d64,d138,33,12865162,1380,30,16,0.0001,1.0,0.699999988079071,0.7300000190734863,0.8232377767562866,11,91.4
b0_2conv_d64,d234,11,12865162,2340,30,16,0.0001,1.0,0.6449999809265137,0.7350000143051147,0.879662275314331,8,143.1
b0_2conv_d64,d234,22,12865162,2340,30,16,0.0001,1.0,0.7300000190734863,0.75,0.842102587223053,7,141.9
b0_2conv_d64,d234,33,12865162,2340,30,16,0.0001,1.0,0.6949999928474426,0.7450000047683716,0.8182213306427002,8,142.0
b0_2conv_d64,d90,11,12865162,900,30,16,0.0001,1.0,0.6600000262260437,0.6949999928474426,1.0451740026474,16,67.0
b0_2conv_d64,d90,22,12865162,900,30,16,0.0001,1.0,0.6650000214576721,0.7200000286102295,0.9618841409683228,15,66.2
b0_2conv_d64,d90,33,12865162,900,30,16,0.0001,1.0,0.6499999761581421,0.6850000023841858,0.9728003144264221,19,67.2
b1_2conv_d32,d138,11,6442282,1380,30,16,0.0001,1.0,0.6549999713897705,0.7099999785423279,1.0160654783248901,12,91.4
b1_2conv_d32,d138,22,6442282,1380,30,16,0.0001,1.0,0.6899999976158142,0.7300000190734863,0.9017349481582642,16,90.9
b1_2conv_d32,d138,33,6442282,1380,30,16,0.0001,1.0,0.6850000023841858,0.7300000190734863,0.871605634689331,29,91.6
b1_2conv_d32,d234,11,6442282,2340,30,16,0.0001,1.0,0.6499999761581421,0.699999988079071,0.9786813855171204,7,139.7
b1_2conv_d32,d234,22,6442282,2340,30,16,0.0001,1.0,0.6850000023841858,0.7250000238418579,0.9183710217475891,11,139.3
b1_2conv_d32,d234,33,6442282,2340,30,16,0.0001,1.0,0.6700000166893005,0.699999988079071,0.9343474507331848,8,138.8
b1_2conv_d32,d90,11,6442282,900,30,16,0.0001,1.0,0.6399999856948853,0.6650000214576721,1.130088448524475,16,65.9
b1_2conv_d32,d90,22,6442282,900,30,16,0.0001,1.0,0.6100000143051147,0.6899999976158142,1.0466300249099731,20,65.8
b1_2conv_d32,d90,33,6442282,900,30,16,0.0001,1.0,0.6200000047683716,0.6800000071525574,1.0623042583465576,25,65.6
b2_2conv_d128_64,d138,11,25718538,1380,30,16,0.0001,1.0,0.7350000143051147,0.7599999904632568,0.7547064423561096,16,94.8
b2_2conv_d128_64,d138,22,25718538,1380,30,16,0.0001,1.0,0.75,0.7900000214576721,0.7422964572906494,16,91.4
b2_2conv_d128_64,d138,33,25718538,1380,30,16,0.0001,1.0,0.7400000095367432,0.7649999856948853,0.7389638423919678,11,92.8
b2_2conv_d128_64,d234,11,25718538,2340,30,16,0.0001,1.0,0.7300000190734863,0.7450000047683716,0.7806749939918518,11,142.7
b2_2conv_d128_64,d234,22,25718538,2340,30,16,0.0001,1.0,0.699999988079071,0.7549999952316284,0.7683740854263306,11,142.9
b2_2conv_d128_64,d234,33,25718538,2340,30,16,0.0001,1.0,0.6949999928474426,0.7599999904632568,0.7654285430908203,8,142.7
b2_2conv_d128_64,d90,11,25718538,900,30,16,0.0001,1.0,0.7200000286102295,0.7400000095367432,0.9388146996498108,24,67.6
b2_2conv_d128_64,d90,22,25718538,900,30,16,0.0001,1.0,0.6850000023841858,0.7350000143051147,0.9392273426055908,15,68.2
b2_2conv_d128_64,d90,33,25718538,900,30,16,0.0001,1.0,0.7049999833106995,0.7250000238418579,0.9116170406341553,12,67.8
b3_2conv_d64_32,d138,11,12866922,1380,30,16,0.0001,1.0,0.7049999833106995,0.7549999952316284,0.8316978216171265,12,91.6
b3_2conv_d64_32,d138,22,12866922,1380,30,16,0.0001,1.0,0.6850000023841858,0.7699999809265137,0.8294505476951599,27,92.2
b3_2conv_d64_32,d138,33,12866922,1380,30,16,0.0001,1.0,0.7099999785423279,0.7599999904632568,0.7907005548477173,17,91.3
b3_2conv_d64_32,d234,11,12866922,2340,30,16,0.0001,1.0,0.7400000095367432,0.7649999856948853,0.7761691212654114,13,142.6
b3_2conv_d64_32,d234,22,12866922,2340,30,16,0.0001,1.0,0.6949999928474426,0.7699999809265137,0.7900088429450989,17,143.7
b3_2conv_d64_32,d234,33,12866922,2340,30,16,0.0001,1.0,0.6650000214576721,0.75,0.8522793054580688,8,142.7
b3_2conv_d64_32,d90,11,12866922,900,30,16,0.0001,1.0,0.7049999833106995,0.7350000143051147,0.9763031601905823,19,67.5
b3_2conv_d64_32,d90,22,12866922,900,30,16,0.0001,1.0,0.7049999833106995,0.7149999737739563,0.9525250792503357,25,67.7
b3_2conv_d64_32,d90,33,12866922,900,30,16,0.0001,1.0,0.699999988079071,0.7400000095367432,0.9552857875823975,27,67.5
b4_3conv_d64,d138,11,6516490,1380,30,16,0.0001,1.0,0.6800000071525574,0.7049999833106995,0.9859762787818909,16,94.6
b4_3conv_d64,d138,22,6516490,1380,30,16,0.0001,1.0,0.6850000023841858,0.7400000095367432,0.9808637499809265,11,94.7
b4_3conv_d64,d138,33,6516490,1380,30,16,0.0001,1.0,0.6650000214576721,0.7250000238418579,0.9492016434669495,9,93.4
b4_3conv_d64,d234,11,6516490,2340,30,16,0.0001,1.0,0.7149999737739563,0.7200000286102295,0.8844918608665466,6,145.4
b4_3conv_d64,d234,22,6516490,2340,30,16,0.0001,1.0,0.7200000286102295,0.7549999952316284,0.9291395545005798,8,146.0
b4_3conv_d64,d234,33,6516490,2340,30,16,0.0001,1.0,0.6700000166893005,0.7400000095367432,0.8891051411628723,6,144.3
b4_3conv_d64,d90,11,6516490,900,30,16,0.0001,1.0,0.6549999713897705,0.7200000286102295,1.0047788619995117,13,69.7
b4_3conv_d64,d90,22,6516490,900,30,16,0.0001,1.0,0.6600000262260437,0.6949999928474426,1.067966103553772,20,68.8
b4_3conv_d64,d90,33,6516490,900,30,16,0.0001,1.0,0.6499999761581421,0.7049999833106995,0.978808581829071,18,69.0
b5_3conv_d128_64,d138,11,12947338,1380,30,16,0.0001,1.0,0.6700000166893005,0.7149999737739563,0.8625023365020752,16,96.3
b5_3conv_d128_64,d138,22,12947338,1380,30,16,0.0001,1.0,0.6700000166893005,0.7200000286102295,0.9174663424491882,8,95.6
b5_3conv_d128_64,d138,33,12947338,1380,30,16,0.0001,1.0,0.6850000023841858,0.7149999737739563,0.9223966002464294,8,96.1
b5_3conv_d128_64,d234,11,12947338,2340,30,16,0.0001,1.0,0.7400000095367432,0.7799999713897705,0.746310293674469,8,147.1
b5_3conv_d128_64,d234,22,12947338,2340,30,16,0.0001,1.0,0.6899999976158142,0.7400000095367432,0.8964405059814453,7,146.0
b5_3conv_d128_64,d234,33,12947338,2340,30,16,0.0001,1.0,0.6899999976158142,0.75,0.8483291864395142,6,146.5
b5_3conv_d128_64,d90,11,12947338,900,30,16,0.0001,1.0,0.7049999833106995,0.7450000047683716,0.8631641864776611,20,71.0
b5_3conv_d128_64,d90,22,12947338,900,30,16,0.0001,1.0,0.6399999856948853,0.7149999737739563,1.0201584100723267,16,70.7
b5_3conv_d128_64,d90,33,12947338,900,30,16,0.0001,1.0,0.6600000262260437,0.7300000190734863,0.9641931653022766,11,71.0
b6_3conv_d64_32,d138,11,6518250,1380,30,16,0.0001,1.0,0.6499999761581421,0.7149999737739563,0.902006983757019,12,96.0
b6_3conv_d64_32,d138,22,6518250,1380,30,16,0.0001,1.0,0.6600000262260437,0.7149999737739563,0.9391216039657593,13,94.3
b6_3conv_d64_32,d138,33,6518250,1380,30,16,0.0001,1.0,0.7250000238418579,0.7649999856948853,0.8078790903091431,19,95.4
b6_3conv_d64_32,d234,11,6518250,2340,30,16,0.0001,1.0,0.7049999833106995,0.7400000095367432,0.8426674008369446,13,145.3
b6_3conv_d64_32,d234,22,6518250,2340,30,16,0.0001,1.0,0.6800000071525574,0.7200000286102295,0.911324143409729,17,143.9
b6_3conv_d64_32,d234,33,6518250,2340,30,16,0.0001,1.0,0.7400000095367432,0.7699999809265137,0.8065409064292908,16,144.3
b6_3conv_d64_32,d90,11,6518250,900,30,16,0.0001,1.0,0.675000011920929,0.7149999737739563,0.9276366233825684,18,68.9
b6_3conv_d64_32,d90,22,6518250,900,30,16,0.0001,1.0,0.6299999952316284,0.6700000166893005,1.0213431119918823,20,68.8
b6_3conv_d64_32,d90,33,6518250,900,30,16,0.0001,1.0,0.6650000214576721,0.7250000238418579,0.9429904222488403,16,69.5
b7_4conv_d128,d138,11,6812362,1380,30,16,0.0001,1.0,0.6850000023841858,0.7149999737739563,1.0181365013122559,7,102.3
b7_4conv_d128,d138,22,6812362,1380,30,16,0.0001,1.0,0.6700000166893005,0.7099999785423279,1.1302924156188965,8,101.7
b7_4conv_d128,d138,33,6812362,1380,30,16,0.0001,1.0,0.7200000286102295,0.7350000143051147,0.9720993041992188,7,101.9
b7_4conv_d128,d234,11,6812362,2340,30,16,0.0001,1.0,0.7549999952316284,0.7549999952316284,0.8771027326583862,5,155.7
b7_4conv_d128,d234,22,6812362,2340,30,16,0.0001,1.0,0.6899999976158142,0.7099999785423279,1.026337742805481,5,156.4
b7_4conv_d128,d234,33,6812362,2340,30,16,0.0001,1.0,0.7200000286102295,0.75,0.9293921589851379,6,154.9
b7_4conv_d128,d90,11,6812362,900,30,16,0.0001,1.0,0.675000011920929,0.6899999976158142,1.0460240840911865,14,74.3
b7_4conv_d128,d90,22,6812362,900,30,16,0.0001,1.0,0.625,0.6499999761581421,1.1966278553009033,14,74.3
b7_4conv_d128,d90,33,6812362,900,30,16,0.0001,1.0,0.6549999713897705,0.699999988079071,0.977924108505249,11,74.3
b8_4conv_d64,d138,11,3600394,1380,30,16,0.0001,1.0,0.6949999928474426,0.7300000190734863,0.9862724542617798,7,100.0
b8_4conv_d64,d138,22,3600394,1380,30,16,0.0001,1.0,0.6549999713897705,0.7250000238418579,1.0121700763702393,11,101.8
b8_4conv_d64,d138,33,3600394,1380,30,16,0.0001,1.0,0.7049999833106995,0.7099999785423279,0.9648456573486328,11,99.6
b8_4conv_d64,d234,11,3600394,2340,30,16,0.0001,1.0,0.7850000262260437,0.7850000262260437,0.8262354135513306,13,152.6
b8_4conv_d64,d234,22,3600394,2340,30,16,0.0001,1.0,0.6899999976158142,0.7099999785423279,0.9412002563476562,8,152.3
b8_4conv_d64,d234,33,3600394,2340,30,16,0.0001,1.0,0.7099999785423279,0.7350000143051147,0.8775988221168518,6,153.4
b8_4conv_d64,d90,11,3600394,900,30,16,0.0001,1.0,0.6850000023841858,0.7099999785423279,0.9646326303482056,15,73.1
b8_4conv_d64,d90,22,3600394,900,30,16,0.0001,1.0,0.6549999713897705,0.6850000023841858,1.0162960290908813,14,73.1
b8_4conv_d64,d90,33,3600394,900,30,16,0.0001,1.0,0.6349999904632568,0.7049999833106995,1.0299053192138672,16,73.3
c0_2conv_d128_64_32,d138,11,25720298,1380,30,16,0.0001,1.0,0.7049999833106995,0.7250000238418579,0.8988108038902283,12,101.3
c0_2conv_d128_64_32,d138,22,25720298,1380,30,16,0.0001,1.0,0.6949999928474426,0.7350000143051147,0.8524616956710815,30,100.6
