accuracy,loss,val_accuracy,val_loss
0.18043477833271027,2.3296451568603516,0.2549999952316284,2.1191346645355225
0.48188406229019165,1.64968740940094,0.4000000059604645,1.5870273113250732
0.7318840622901917,0.956614077091217,0.5899999737739563,1.3319429159164429
0.8775362372398376,0.5412533283233643,0.6600000262260437,1.1202133893966675
0.936956524848938,0.32310277223587036,0.6549999713897705,1.0820379257202148
0.9855072498321533,0.17074406147003174,0.6349999904632568,1.095513105392456
0.9934782385826111,0.10082314163446426,0.6100000143051147,1.1084040403366089
0.9934782385826111,0.06551419943571091,0.6399999856948853,1.027401089668274
0.9992753863334656,0.041859280318021774,0.6949999928474426,0.9183964729309082
0.9992753863334656,0.02672368288040161,0.6899999976158142,0.9171872735023499
0.9956521987915039,0.036144405603408813,0.7149999737739563,0.8779312372207642
1.0,0.01584045961499214,0.6850000023841858,0.9223732948303223
1.0,0.012063879519701004,0.6949999928474426,0.8893524408340454
1.0,0.009408039972186089,0.675000011920929,0.9581980109214783
1.0,0.008025900460779667,0.6700000166893005,0.9656021595001221
1.0,0.006855944637209177,0.6899999976158142,0.9450960755348206
1.0,0.00583097618073225,0.6850000023841858,0.9526849389076233
1.0,0.005075274500995874,0.6949999928474426,0.9408174157142639
1.0,0.004476066213101149,0.7049999833106995,0.9167300462722778
1.0,0.0039709024131298065,0.6700000166893005,0.9446871876716614
1.0,0.003567169653251767,0.675000011920929,0.9734029173851013
1.0,0.003224644809961319,0.6600000262260437,0.9782788157463074
1.0,0.0029889587312936783,0.6549999713897705,0.9826453328132629
1.0,0.0026318011805415154,0.6800000071525574,1.002209186553955
1.0,0.002355267060920596,0.6850000023841858,0.9535496234893799
1.0,0.002128951484337449,0.6850000023841858,0.9774658679962158
1.0,0.002008855575695634,0.6650000214576721,0.9819011092185974
1.0,0.00185643439181149,0.675000011920929,0.988717794418335
1.0,0.0016630032332614064,0.675000011920929,1.0050491094589233
1.0,0.0015669239219278097,0.6700000166893005,1.0266492366790771
1.0,0.001428289688192308,0.6700000166893005,1.006895661354065
1.0,0.001310257357545197,0.6899999976158142,1.033136248588562
1.0,0.0012240421492606401,0.675000011920929,1.0307599306106567
1.0,0.0011504192370921373,0.6700000166893005,1.0561119318008423
1.0,0.0010575257474556565,0.6949999928474426,1.0492175817489624
1.0,0.0009935463313013315,0.6700000166893005,1.0670984983444214
1.0,0.0009371818159706891,0.6800000071525574,1.0274953842163086
1.0,0.0008673223783262074,0.6800000071525574,1.0305743217468262
1.0,0.0008139362325891852,0.6549999713897705,1.0560401678085327
1.0,0.000760198337957263,0.6499999761581421,1.0675050020217896
1.0,0.0007148896693252027,0.6549999713897705,1.0489420890808105
1.0,0.0006727009895257652,0.699999988079071,1.0545779466629028
1.0,0.0006339607643894851,0.6549999713897705,1.0720616579055786
1.0,0.0005978178232908249,0.6650000214576721,1.1113296747207642
1.0,0.0005626778001897037,0.6800000071525574,1.0716465711593628
1.0,0.0005303832003846765,0.6850000023841858,1.0625698566436768
1.0,0.0004921808140352368,0.6499999761581421,1.0877487659454346
1.0,0.00047372825792990625,0.6549999713897705,1.094335913658142
1.0,0.0004406915686558932,0.6600000262260437,1.10212242603302
1.0,0.00042132462840527296,0.6600000262260437,1.0751805305480957
