seed,val_acc,test_full_acc,test_full_loss,test_real_acc,test_real_loss
11,0.7200000286102295,0.6700000166893005,0.8525633215904236,0.7222222089767456,0.7222602963447571
22,0.7450000047683716,0.675000011920929,0.9145126342773438,0.699999988079071,0.8070687055587769
33,0.7599999904632568,0.6800000071525574,0.8966094255447388,0.7222222089767456,0.774601936340332
