accuracy,loss,val_accuracy,val_loss
0.10444444417953491,2.3119091987609863,0.14000000059604645,2.2778029441833496
0.2477777749300003,2.1017115116119385,0.24500000476837158,2.0206336975097656
0.41555556654930115,1.639451265335083,0.3700000047683716,1.7198739051818848
0.6111111044883728,1.189110517501831,0.5899999737739563,1.381639838218689
0.7366666793823242,0.8631913065910339,0.6000000238418579,1.2545833587646484
0.8111110925674438,0.6228750348091125,0.550000011920929,1.2757498025894165
0.8722222447395325,0.4900384247303009,0.6299999952316284,1.1434719562530518
0.9277777671813965,0.3268967270851135,0.6100000143051147,1.1834115982055664
0.9655555486679077,0.2082681506872177,0.6899999976158142,1.0023502111434937
0.9822221994400024,0.144919291138649,0.6499999761581421,1.0491119623184204
0.9866666793823242,0.10685306787490845,0.699999988079071,0.9967593550682068
0.9888888597488403,0.07782230526208878,0.6899999976158142,1.1002883911132812
0.9988889098167419,0.04621119052171707,0.6850000023841858,1.0166350603103638
1.0,0.030536774545907974,0.675000011920929,1.093099594116211
1.0,0.020061928778886795,0.675000011920929,1.1262205839157104
