accuracy,loss,val_accuracy,val_loss
0.11888889223337173,2.5942933559417725,0.10499999672174454,2.325542688369751
0.36444443464279175,1.8711695671081543,0.4000000059604645,1.6628459692001343
0.7122222185134888,1.0409349203109741,0.4449999928474426,1.4453471899032593
0.8622221946716309,0.5896044969558716,0.5149999856948853,1.2092642784118652
0.9322222471237183,0.3607684075832367,0.625,1.0698562860488892
0.9733333587646484,0.21965834498405457,0.6600000262260437,1.0524356365203857
0.9933333396911621,0.14388905465602875,0.5899999737739563,1.1034879684448242
0.9933333396911621,0.08884910494089127,0.6650000214576721,1.0226976871490479
1.0,0.05322563648223877,0.6600000262260437,1.0059633255004883
1.0,0.04049799218773842,0.6650000214576721,1.0499107837677002
0.9988889098167419,0.03493570163846016,0.6499999761581421,1.3555324077606201
0.996666669845581,0.03405875340104103,0.6399999856948853,1.0685244798660278
1.0,0.021166356280446053,0.6499999761581421,1.015536904335022
1.0,0.014547192491590977,0.6499999761581421,1.0241960287094116
1.0,0.01235346682369709,0.6449999809265137,1.0446465015411377
