set_num,set_name,word,source_frames,written,padded,trimmed_start,trimmed_end,height,width
52,set_52,bat,66,60,0,2,4,1280,720
52,set_52,cup,58,60,2,0,0,1280,720
52,set_52,drop,71,60,0,3,8,1280,720
52,set_52,eat,59,60,1,0,0,1280,720
52,set_52,fish,76,60,0,4,12,1280,720
52,set_52,hot,75,60,0,3,12,1280,720
52,set_52,jump,76,60,0,4,12,1280,720
52,set_52,milk,74,60,0,3,11,1280,720
52,set_52,pen,70,60,0,2,8,1280,720
52,set_52,red,73,60,0,3,10,1280,720
53,set_53,bat,70,60,0,2,8,1280,720
53,set_53,cup,68,60,0,2,6,1280,720
53,set_53,drop,70,60,0,2,8,1280,720
53,set_53,eat,65,60,0,1,4,1280,720
53,set_53,fish,78,60,0,4,14,1280,720
53,set_53,hot,66,60,0,2,4,1280,720
53,set_53,jump,78,60,0,4,14,1280,720
53,set_53,milk,75,60,0,3,12,1280,720
53,set_53,pen,78,60,0,4,14,1280,720
53,set_53,red,67,60,0,2,5,1280,720
54,set_54,bat,68,60,0,2,6,1280,720
54,set_54,cup,72,60,0,3,9,1280,720
54,set_54,drop,70,60,0,2,8,1280,720
54,set_54,eat,77,60,0,4,13,1280,720
54,set_54,fish,75,60,0,3,12,1280,720
54,set_54,hot,75,60,0,3,12,1280,720
54,set_54,jump,67,60,0,2,5,1280,720
54,set_54,milk,81,60,0,5,16,1280,720
54,set_54,pen,71,60,0,3,8,1280,720
54,set_54,red,70,60,0,2,8,1280,720
55,set_55,bat,62,60,0,1,1,1280,720
55,set_55,cup,82,60,0,5,17,1280,720
55,set_55,drop,74,60,0,3,11,1280,720
55,set_55,eat,70,60,0,2,8,1280,720
55,set_55,fish,77,60,0,4,13,1280,720
55,set_55,hot,80,60,0,4,16,1280,720
55,set_55,jump,71,60,0,3,8,1280,720
55,set_55,milk,72,60,0,3,9,1280,720
55,set_55,pen,68,60,0,2,6,1280,720
55,set_55,red,77,60,0,4,13,1280,720
56,set_56,bat,69,60,0,2,7,1280,720
56,set_56,cup,73,60,0,3,10,1280,720
56,set_56,drop,79,60,0,4,15,1280,720
56,set_56,eat,79,60,0,4,15,1280,720
56,set_56,fish,72,60,0,3,9,1280,720
56,set_56,hot,75,60,0,3,12,1280,720
56,set_56,jump,77,60,0,4,13,1280,720
56,set_56,milk,59,60,1,0,0,1280,720
56,set_56,pen,71,60,0,3,8,1280,720
56,set_56,red,71,60,0,3,8,1280,720
57,set_57,bat,66,60,0,2,4,1280,720
57,set_57,cup,65,60,0,1,4,1280,720
57,set_57,drop,74,60,0,3,11,1280,720
57,set_57,eat,71,60,0,3,8,1280,720
57,set_57,fish,74,60,0,3,11,1280,720
57,set_57,hot,77,60,0,4,13,1280,720
57,set_57,jump,76,60,0,4,12,1280,720
57,set_57,milk,71,60,0,3,8,1280,720
57,set_57,pen,65,60,0,1,4,1280,720
57,set_57,red,71,60,0,3,8,1280,720
58,set_58,bat,78,60,0,4,14,1280,720
58,set_58,cup,76,60,0,4,12,1280,720
58,set_58,drop,75,60,0,3,12,1280,720
58,set_58,eat,61,60,0,1,0,1280,720
58,set_58,fish,82,60,0,5,17,1280,720
58,set_58,hot,74,60,0,3,11,1280,720
58,set_58,jump,76,60,0,4,12,1280,720
58,set_58,milk,72,60,0,3,9,1280,720
58,set_58,pen,73,60,0,3,10,1280,720
