filename,orig_w,orig_h,status
aug_train_13_fish.png,672,800,OK
aug_train_13_hot.png,672,800,OK
aug_train_13_jump.png,672,800,OK
aug_train_13_milk.png,672,800,OK
aug_train_13_pen.png,672,800,OK
aug_train_13_red.png,672,800,OK
aug_train_14_bat.png,672,800,OK
aug_train_14_cup.png,672,800,OK
aug_train_14_drop.png,672,800,OK
aug_train_14_eat.png,672,800,OK
aug_train_14_fish.png,672,800,OK
aug_train_14_hot.png,672,800,OK
aug_train_14_jump.png,672,800,OK
aug_train_14_milk.png,672,800,OK
aug_train_14_pen.png,672,800,OK
aug_train_14_red.png,672,800,OK
aug_train_15_bat.png,672,800,OK
aug_train_15_cup.png,672,800,OK
aug_train_15_drop.png,672,800,OK
aug_train_15_eat.png,672,800,OK
aug_train_15_fish.png,672,800,OK
aug_train_15_hot.png,672,800,OK
aug_train_15_jump.png,672,800,OK
aug_train_15_milk.png,672,800,OK
aug_train_15_pen.png,672,800,OK
aug_train_15_red.png,672,800,OK
aug_train_16_bat.png,672,800,OK
aug_train_16_cup.png,672,800,OK
aug_train_16_drop.png,672,800,OK
aug_train_16_eat.png,672,800,OK
aug_train_16_fish.png,672,800,OK
aug_train_16_hot.png,672,800,OK
aug_train_16_jump.png,672,800,OK
aug_train_16_milk.png,672,800,OK
aug_train_16_pen.png,672,800,OK
aug_train_16_red.png,672,800,OK
aug_train_17_bat.png,672,800,OK
aug_train_17_cup.png,672,800,OK
aug_train_17_drop.png,672,800,OK
aug_train_17_eat.png,672,800,OK
aug_train_17_fish.png,672,800,OK
aug_train_17_hot.png,672,800,OK
aug_train_17_jump.png,672,800,OK
aug_train_17_milk.png,672,800,OK
aug_train_17_pen.png,672,800,OK
aug_train_17_red.png,672,800,OK
aug_train_18_bat.png,672,800,OK
aug_train_18_cup.png,672,800,OK
aug_train_18_drop.png,672,800,OK
aug_train_18_eat.png,672,800,OK
aug_train_18_fish.png,672,800,OK
aug_train_18_hot.png,672,800,OK
aug_train_18_jump.png,672,800,OK
aug_train_18_milk.png,672,800,OK
aug_train_18_pen.png,672,800,OK
aug_train_18_red.png,672,800,OK
aug_train_19_bat.png,672,800,OK
aug_train_19_cup.png,672,800,OK
aug_train_19_drop.png,672,800,OK
aug_train_19_eat.png,672,800,OK
aug_train_19_fish.png,672,800,OK
aug_train_19_hot.png,672,800,OK
aug_train_19_jump.png,672,800,OK
aug_train_19_milk.png,672,800,OK
aug_train_19_pen.png,672,800,OK
aug_train_19_red.png,672,800,OK
aug_train_20_bat.png,672,800,OK
aug_train_20_cup.png,672,800,OK
aug_train_20_drop.png,672,800,OK
aug_train_20_eat.png,672,800,OK
aug_train_20_fish.png,672,800,OK
aug_train_20_hot.png,672,800,OK
aug_train_20_jump.png,672,800,OK
aug_train_20_milk.png,672,800,OK
aug_train_20_pen.png,672,800,OK
aug_train_20_red.png,672,800,OK
aug_train_21_bat.png,672,800,OK
aug_train_21_cup.png,672,800,OK
aug_train_21_drop.png,672,800,OK
aug_train_21_eat.png,672,800,OK
aug_train_21_fish.png,672,800,OK
aug_train_21_hot.png,672,800,OK
aug_train_21_jump.png,672,800,OK
aug_train_21_milk.png,672,800,OK
aug_train_21_pen.png,672,800,OK
aug_train_21_red.png,672,800,OK
aug_train_22_bat.png,672,800,OK
aug_train_22_cup.png,672,800,OK
aug_train_22_drop.png,672,800,OK
aug_train_22_eat.png,672,800,OK
aug_train_22_fish.png,672,800,OK
aug_train_22_hot.png,672,800,OK
aug_train_22_jump.png,672,800,OK
aug_train_22_milk.png,672,800,OK
aug_train_22_pen.png,672,800,OK
aug_train_22_red.png,672,800,OK
aug_train_23_bat.png,672,800,OK
aug_train_23_cup.png,672,800,OK
aug_train_23_drop.png,672,800,OK
aug_train_23_eat.png,672,800,OK
aug_train_23_fish.png,672,800,OK
aug_train_23_hot.png,672,800,OK
aug_train_23_jump.png,672,800,OK
aug_train_23_milk.png,672,800,OK
aug_train_23_pen.png,672,800,OK
aug_train_23_red.png,672,800,OK
aug_train_24_bat.png,672,800,OK
aug_train_24_cup.png,672,800,OK
aug_train_24_drop.png,672,800,OK
aug_train_24_eat.png,672,800,OK
aug_train_24_fish.png,672,800,OK
aug_train_24_hot.png,672,800,OK
aug_train_24_jump.png,672,800,OK
aug_train_24_milk.png,672,800,OK
aug_train_24_pen.png,672,800,OK
aug_train_24_red.png,672,800,OK
aug_train_25_bat.png,672,800,OK
aug_train_25_cup.png,672,800,OK
aug_train_25_drop.png,672,800,OK
aug_train_25_eat.png,672,800,OK
aug_train_25_fish.png,672,800,OK
aug_train_25_hot.png,672,800,OK
aug_train_25_jump.png,672,800,OK
aug_train_25_milk.png,672,800,OK
aug_train_25_pen.png,672,800,OK
aug_train_25_red.png,672,800,OK
aug_train_26_bat.png,672,800,OK
aug_train_26_cup.png,672,800,OK
aug_train_26_drop.png,672,800,OK
aug_train_26_eat.png,672,800,OK
aug_train_26_fish.png,672,800,OK
aug_train_26_hot.png,672,800,OK
aug_train_26_jump.png,672,800,OK
aug_train_26_milk.png,672,800,OK
aug_train_26_pen.png,672,800,OK
aug_train_26_red.png,672,800,OK
aug_train_27_bat.png,672,800,OK
aug_train_27_cup.png,672,800,OK
aug_train_27_drop.png,672,800,OK
aug_train_27_eat.png,672,800,OK
aug_train_27_fish.png,672,800,OK
aug_train_27_hot.png,672,800,OK
aug_train_27_jump.png,672,800,OK
aug_train_27_milk.png,672,800,OK
aug_train_27_pen.png,672,800,OK
aug_train_27_red.png,672,800,OK
aug_train_28_bat.png,672,800,OK
aug_train_28_cup.png,672,800,OK
aug_train_28_drop.png,672,800,OK
aug_train_28_eat.png,672,800,OK
aug_train_28_fish.png,672,800,OK
aug_train_28_hot.png,672,800,OK
aug_train_28_jump.png,672,800,OK
aug_train_28_milk.png,672,800,OK
aug_train_28_pen.png,672,800,OK
aug_train_28_red.png,672,800,OK
aug_train_29_bat.png,672,800,OK
aug_train_29_cup.png,672,800,OK
aug_train_29_drop.png,672,800,OK
aug_train_29_eat.png,672,800,OK
aug_train_29_fish.png,672,800,OK
aug_train_29_hot.png,672,800,OK
aug_train_29_jump.png,672,800,OK
aug_train_29_milk.png,672,800,OK
aug_train_29_pen.png,672,800,OK
aug_train_29_red.png,672,800,OK
aug_train_30_bat.png,672,800,OK
aug_train_30_cup.png,672,800,OK
aug_train_30_drop.png,672,800,OK
aug_train_30_eat.png,672,800,OK
aug_train_30_fish.png,672,800,OK
aug_train_30_hot.png,672,800,OK
aug_train_30_jump.png,672,800,OK
aug_train_30_milk.png,672,800,OK
aug_train_30_pen.png,672,800,OK
aug_train_30_red.png,672,800,OK
aug_train_31_bat.png,672,800,OK
aug_train_31_cup.png,672,800,OK
aug_train_31_drop.png,672,800,OK
aug_train_31_eat.png,672,800,OK
aug_train_31_fish.png,672,800,OK
aug_train_31_hot.png,672,800,OK
aug_train_31_jump.png,672,800,OK
aug_train_31_milk.png,672,800,OK
aug_train_31_pen.png,672,800,OK
aug_train_31_red.png,672,800,OK
aug_train_32_bat.png,672,800,OK
aug_train_32_cup.png,672,800,OK
aug_train_32_drop.png,672,800,OK
aug_train_32_eat.png,672,800,OK
aug_train_32_fish.png,672,800,OK
aug_train_32_hot.png,672,800,OK
aug_train_32_jump.png,672,800,OK
aug_train_32_milk.png,672,800,OK
aug_train_32_pen.png,672,800,OK
aug_train_32_red.png,672,800,OK
aug_train_33_bat.png,672,800,OK
aug_train_33_cup.png,672,800,OK
aug_train_33_drop.png,672,800,OK
aug_train_33_eat.png,672,800,OK
aug_train_33_fish.png,672,800,OK
aug_train_33_hot.png,672,800,OK
aug_train_33_jump.png,672,800,OK
aug_train_33_milk.png,672,800,OK
aug_train_33_pen.png,672,800,OK
aug_train_33_red.png,672,800,OK
aug_train_34_bat.png,672,800,OK
aug_train_34_cup.png,672,800,OK
aug_train_34_drop.png,672,800,OK
aug_train_34_eat.png,672,800,OK
aug_train_34_fish.png,672,800,OK
aug_train_34_hot.png,672,800,OK
aug_train_34_jump.png,672,800,OK
aug_train_34_milk.png,672,800,OK
aug_train_34_pen.png,672,800,OK
aug_train_34_red.png,672,800,OK
aug_train_35_bat.png,672,800,OK
aug_train_35_cup.png,672,800,OK
aug_train_35_drop.png,672,800,OK
aug_train_35_eat.png,672,800,OK
aug_train_35_fish.png,672,800,OK
aug_train_35_hot.png,672,800,OK
aug_train_35_jump.png,672,800,OK
aug_train_35_milk.png,672,800,OK
aug_train_35_pen.png,672,800,OK
aug_train_35_red.png,672,800,OK
aug_train_36_bat.png,672,800,OK
aug_train_36_cup.png,672,800,OK
aug_train_36_drop.png,672,800,OK
aug_train_36_eat.png,672,800,OK
aug_train_36_fish.png,672,800,OK
aug_train_36_hot.png,672,800,OK
aug_train_36_jump.png,672,800,OK
aug_train_36_milk.png,672,800,OK
aug_train_36_pen.png,672,800,OK
aug_train_36_red.png,672,800,OK
aug_train_37_bat.png,672,800,OK
aug_train_37_cup.png,672,800,OK
aug_train_37_drop.png,672,800,OK
aug_train_37_eat.png,672,800,OK
aug_train_37_fish.png,672,800,OK
aug_train_37_hot.png,672,800,OK
aug_train_37_jump.png,672,800,OK
aug_train_37_milk.png,672,800,OK
aug_train_37_pen.png,672,800,OK
aug_train_37_red.png,672,800,OK
aug_train_38_bat.png,672,800,OK
aug_train_38_cup.png,672,800,OK
aug_train_38_drop.png,672,800,OK
aug_train_38_eat.png,672,800,OK
aug_train_38_fish.png,672,800,OK
aug_train_38_hot.png,672,800,OK
aug_train_38_jump.png,672,800,OK
aug_train_38_milk.png,672,800,OK
aug_train_38_pen.png,672,800,OK
aug_train_38_red.png,672,800,OK
aug_train_39_bat.png,672,800,OK
aug_train_39_cup.png,672,800,OK
aug_train_39_drop.png,672,800,OK
aug_train_39_eat.png,672,800,OK
aug_train_39_fish.png,672,800,OK
aug_train_39_hot.png,672,800,OK
aug_train_39_jump.png,672,800,OK
aug_train_39_milk.png,672,800,OK
aug_train_39_pen.png,672,800,OK
aug_train_39_red.png,672,800,OK
aug_train_40_bat.png,672,800,OK
aug_train_40_cup.png,672,800,OK
aug_train_40_drop.png,672,800,OK
aug_train_40_eat.png,672,800,OK
aug_train_40_fish.png,672,800,OK
aug_train_40_hot.png,672,800,OK
aug_train_40_jump.png,672,800,OK
